tweet_id,sentiment,author,content
1045100796918956033,happy,riCALCIUM,Good morning CIT-U 😄 tiring day napud.
1045100797372112896,charm,maroonpills,@_damnempty_: VA A LLOVEEEEEEEEER 😍 I'm voting for @maroon5 for the Favorite Duo or Group - Pop/Rock at the #AMAs
1045100797409734656,annoy,squishieg,@Kokomothegreat: WHAT IN THE ACTUAL MOTHERFUCKING FUCKITY FUCKING HELL IS WRONG WITH PEOPLE! 😡 North Dakota GOP Senate nominee: I'm not…
1045100798743650305,sad,lostinjodie,@japansfool: @shawnmendes please follow me 😥 #LostInJapanRemix
1045100798223429633,disgust,ninjamanta,but she looks so gorgeous 😣
1045100795685826560,charm,1r3773,Art by Steve Johnson 😍 https://t.co/V0Hz2SehTN
1045100799322468354,sad,KINGxxVJL,@COLDGAMEKELV: My son Bentley had a baby I’m a grandpa 😭 https://t.co/ISjylQ80ch
1045100798953238528,surprise,goldciaran,the josh stans in my mentions 😳
1045100799167270913,annoy,music_at_heart_,i have a message for apple BITCH WHEN I DELETE A CONTACT YOU NEEDA FORGET ABOUT EM COMPLETELY talmbout some “Maybe:...” NO STFU 😤
1045100799435698181,sad,AriadnaAraly,@mloera_24: I act like I’m ok.. but deep down Inside I wanna start a drug cartel 😔
1045100799188131841,sad,Chehazliza,@OkigboXL: Y'all remember when this penguin came home and found his wife with another penguin 😭 https://t.co/HVuxqvhUtA
1045100799485915136,happy,sippingpiss,@GGFrosteXII matches everything and super comfy 😄 https://t.co/Cm4979o47G
1045100799695736832,joke,craigal5,@90sWWE: When @RealJeffJarrett hit @Beetlepimp over the head with his guitar! 🤣 https://t.co/kSxBjKYbSh
1045100799918034945,awesome,_ManGone,@_ManGone: October 5th 6-10pm @ wingstop on 3750 Scott st (across from UH) music and good vibes will be provided 😎 COME SUPPO YOUR LAD…
1045100800018698240,intrigue,DhillBuckets3,Empire Back Huh 👀
1045100798022225921,joke,Hazzisky,Been pimping since big been pimping 😆 https://t.co/Q4EieaTCT7
1045100800706596865,sad,BeautyLissaEnt,@TheRealMs_100: Life threw some hard shit at me these last few months 😩 I can’t wait to be myself again
1045100801075695616,sad,7saav,Ain’t no place like home 😩
1045100800744271872,sad,ailin_gisele,@COLDGAMEKELV: My first time holding a sloth today 😭 https://t.co/1ONaGFILX7
1045100800773480449,annoy,sarasymbiote,@ScribeUndead @thinkimreal dye job.. im surprised 😒
1045100801209729024,joke,Taetaeislove7,@bts_bighit: [#오늘의방탄] #BTS with @jimmyfallon at @FallonTonight 😆 #BTSonFallon https://t.co/JuqkH6AwtB
1045100801062883328,joke,CowboyGrunt11c,@saltairwavehair In one of the episodes they turn it into a ping pong table 😅
1045100801520275457,annoy,MrMrsKaehler,Damn I am so tired of letting my husband getting walked all over. Gets old that’s for sure. 😒
1045100802065412096,sad,bbyeshka,@rentaljpg: i’m sorry but we can’t let a mf named josh groban beat bh to the #1 spot PLEASE stream iridescence 😔
1045100801784307712,joke,kenkenpa_yuki,@bts_bighit: [#오늘의방탄] #BTS with @jimmyfallon at @FallonTonight 😆 #BTSonFallon https://t.co/JuqkH6AwtB
1045100802124083200,sad,plantttt,Please 😩
1045100803286069248,surprise,BlindBuster,@ToBeSafeNSound: Please take just 2 seconds to retweet to help a sister resister in desperate need 😰 and just a few seconds more to dona…
1045100803646611457,sad,BarryLeonardini,Orcas at #SeaWorld lives’ are filled with so much misery that they chew on metal bars & concrete 😢 Tell @AAACares t… https://t.co/jOnRQV0EvE
1045100804498214912,joke,_deemarieeee,okurrr mouth feel just like a pussy 😅
1045100804598784000,sad,infinitylovvve3,@meliaorkids: I can’t wait to start my own family In a few years 😭
1045100804636577792,happy,WhiskyAvenger,I’ll trade ya! It hasn’t rained in SF in 5 months. 🙂 https://t.co/BjpnwzOVBK
1045100805521436674,annoy,BuffalosMom,@gd49er: Democrats are Pathetic 😠 Enough Said #ConfirmKavanaughNow
1045100805513195520,joke,_yahnnaa,@wussupho Do itttttt or let me do it 😆
1045100805504753665,intrigue,a_coolio_cookie,@GameofBri: The show is getting soooo good. I can't wait to see my queen and king Sarah and Evan in tonight's episode 👀 #AHSApocalypse
1045100805945208833,sad,KailaSnyder,@Gabi_Cole24: how do you know when its just time to quit 😩
1045100806557429761,annoy,iamkaybanks,@headnotthetail2: @DejaCain3 Then y’all send these little disrespectful kids to the teachers and stress them out ...this not cute 🙄
1045100806628941825,intrigue,Seydina_Sene,@BR_NBA: A look at Bron’s new corner specialist: The rook Svi 👀 (via @LakerFilmRoom) https://t.co/dDxOoXdfaX
1045100806188326913,sad,BangtansCradLe,@JiminGinger: Look at how Jimin so soft with those kids My heart 😭 #BTSonGMA #JIMIN #bts #AMAs @BTS_twt https://t.co/9GtRBmZCXz
1045100805165109248,intrigue,The_SavageRoom,Part 2 of 2 #EllaMai's team allegedly forces #Jacquees 2 remove his remix of #Trip off of #Youtube x #Soundcloud 👀… https://t.co/smDAj4N8Vw
1045100806507126784,charm,leehwidae,Wow- thank you noona. I'll drink it 😉
1045100806192738304,happy,LinkedsupplyEU,Mozzie protection you take with you. Check it out! https://t.co/KRHuDgTrDy 😀 #holiday #garden #summer #mosquitoes https://t.co/LzPZlQ2Dyx
1045100806976860160,sad,carasauruswrex,Thank you Lesbian Jesus 😭
1045100807278931968,sad,cypherfour7,@etnow: The @BTS_twt boys always leave us shook when they slay this #IDOL choreo! 😫 #BTSonGMA https://t.co/wuLkyFL21z
1045100807526518786,joke,DannyTu3250187,@KaraAvelli Only took two months 🤣
1045100807467593728,surprise,madisonmihata,@BasebaIlKing: THIS IS CRAZY 😳 https://t.co/vzq5P26Rpy
1045100807430049794,sad,lucky_shell13,@COLDGAMEKELV: My son Bentley had a baby I’m a grandpa 😭 https://t.co/ISjylQ80ch
1045100807845277697,sad,itslinzy_,I miss eating lunch with @Siarha__ every day. 🙁
1045100807954227200,charm,biibaabow,@riririn__e: CHEN KISS 😘 #첸 #EXO_CBX #chen https://t.co/WzoopCJOEE
1045100807841083395,intrigue,MJ23_Chicago,"@KicksDeals: From the @Eastbay the ""OKC"" Nike PG 2 is over 40% OFF retail at $63.99 + FREE domestic US shipping! Ends late TONIGHT 👀 B…"
1045100808487022592,worry,Mark432678251,@BigGucciBameron: Her: This pussy gon make you retarded 😬 Me after I didn’t listen: https://t.co/jxJKH0WfIj
1045100808902250496,annoy,Nusaybah2012,@SellyMSantos2: I'm very angry 😡 😡 😡 😡 😡 😡 😡 😡 😡 😡. The fact that I was hacked and locked out of my old account. I'm devastated. I had o…
1045100809267159041,happy,s_abdulle,@pwincessmads: Basically people come in my life I fix their trash ways & then they leave. Call me bob the builder Init 🙂
1045100809573330944,surprise,impIcits,@cutmyliplive: relationship goals 😳 https://t.co/1wyWfitxbx
1045100809468481536,joke,Frankthetank_k,@GetUpESPN: Kawhi’s laugh had @KevinHart4real WEAK. 🤣 https://t.co/lIrCG79cwz
1045100808369401856,sad,JamesMcNellis,😢 core is 😢 #CppCon https://t.co/qPI26wulHU
1045100810143756291,sad,Chisy12_,@COLDGAMEKELV: My first time holding a sloth today 😭 https://t.co/1ONaGFILX7
1045100810219151360,sad,KhaiSaupi,@nadiasaupi but why kno guno tenet. omg 😭
1045100810689040384,happy,CynicalBoost,@GreenGroveZone Don’t mention it! 😄
1045100810634387456,annoy,Yadhi_FGC,Can’t believe kylie wimped our And didn’t wanna play football with the kids outside 😤
1045100810479312896,joke,Mlars0n,@greglovell2 @608BrewCo Is it great? Or just really good? 😆
1045100810772799488,joke,thegr8kev,damn I can’t find anything wrong with her and it’s annoying cause I want to fight 🤣
1045100811422818305,sad,otoruka,@aniplexUSA: Everything about the Fate/stay night [Heaven's Feel] THE MOVIE I. presage flower Limited Edition Blu-ray is so beautiful 😭…
1045100811523674112,happy,KMiss23,@astros: Don’t worry #CFM was with us too. 😄 https://t.co/VIKaR7PkRJ
1045100811288641537,joke,xanspice,@kashmirVIII: Me: minding my business and trying to do my job Customer: Hard at work? Or Hardly Workin? 😆 Me: https://t.co/W3eXTok2zX
1045100812085723136,happy,Bak20613691,@nayryellek: Just in: Brett Kavanaugh witnessed helping an elderly lady across the street. He certainly is a nice man. 😁
1045100810730975232,sad,triviaseesxw,I almost sold my ticket for Citifield...almost. The buyer found another ticket before I could reply 😔 If anyone nee… https://t.co/p5ccxzpE9f
1045100810709811200,charm,Shiloh_Britz,@aruwin25 Thank u 😘 https://t.co/88axcTGOuO
1045100811737387008,happy,Ann_14B,@iKONDOMINATION: we’re taking orders now for passes ☺️ https://t.co/xlPgR5AlZ0
1045100812043599872,annoy,songslap,@SkylarTrettin: I’ve never seen something that describes my life so perfectly as this picture 🙄 https://t.co/8g7K0T7wKD
1045100812265877504,sad,xhug_o,i wanna take a fat nap but i got conformation 😔
1045100812324626432,intrigue,DionApollo,@BR_NBA: A look at Bron’s new corner specialist: The rook Svi 👀 (via @LakerFilmRoom) https://t.co/dDxOoXdfaX
1045100812635172865,surprise,ChaoNaut,@StuartBudd1: Labour is a political party that is 86% for remaining in the EU and Corbyn offers to help May do #Brexit 😳 Well Labour t…
1045100812513333250,sad,valery_ax3,@COLDGAMEKELV: My son Bentley had a baby I’m a grandpa 😭 https://t.co/ISjylQ80ch
1045100812626784256,happy,Mrkjb1,@JaneHauShort @takethat @OfficialMarkO @GaryBarlow @HowardDonald Will be worth I can buy you lunch one day ☺️
1045100812798693377,happy,Sjenker,@YegCanadian83 Good to see you are working + wondering about others. 🙂 On Twitter you can read what they are up t… https://t.co/DJF5jRjJ9j
1045100812907601920,sad,kmnam19,@SphoenixBlue: Hobi acting out his love for Times Square is the cutest thing ever 😭 #bts #btsongma #bangtan #gma #jhope #hobi #hoseok #…
1045100812924538880,awesome,ryanr1122,@Wesbowe97 @callejasmarvin1 Yeah make your second comeback to playing with us Wesley! 😎
1045100813251563520,intrigue,ughdaddyugh,@priteychic2: @ELLEmagazine Maybe a feature or spread on your next magazine issue? 👀 #btsonELLEMagazine
1045100813759205378,annoy,Ayee_its_Kelvin,@D_Sawyer25: Really hate being up at night with no one to talk to 🙄
1045100813654388736,sad,Browntable_Ent,@CinnamonGhoul That's what I dm Applebees every single day 😔
1045100814442721280,intrigue,syahdespanik,@Football__Tweet: This pass still needs explaining. 👀 https://t.co/KKp5sIk4JJ
1045100815571021824,sad,anani_nani,@COLDGAMEKELV: My son Bentley had a baby I’m a grandpa 😭 https://t.co/ISjylQ80ch
1045100815722192897,intrigue,ZraHarki,@WolfieBabiee Its ok but why every girl is pretty but why boys not ? 🤔
1045100815768330240,surprise,gravelinlavina,Sophie Mudd is an unfair type of adorable (25 Photos) 😳 https://t.co/2HRbf3294T
1045100815839612930,happy,Ninja_Foxxy,@RuneScape My vote is for the bird and the beast 🙂
1045100816036577280,awesome,ayeruh_,@imdanielpadilla: Happy Birthday @dbuzzketball 😎
1045100815969542145,surprise,denizaylaizzet,@EW: Scream queen @jamieleecurtis is back to take on the boogeyman once again in @halloweenmovie. 😱 Get the inside story on the sequel 4…
1045100816141602817,annoy,_dhunt,Ain’t had a good night sleep in awhile 😒
1045100816099467265,intrigue,LeyvaReuben,@FunnyBIacks: Bruh did she just....in the middle of...she the 🤔 nah https://t.co/rPNYgZBpS1
1045100816586158082,intrigue,SubRacer92,"@SportsCenter: Kyrie told @Rachel__Nichols ""the future is very very bright in Boston."" 👀 https://t.co/M0dbJbbT45"
1045100816036712453,surprise,Princessjenn_x,Here for it 😱
1045100816309334022,sad,_ShannaaMariee,Currently WAITING 😭
1045100815755759616,sad,PlasticYT,@ZacharyLevi Shazam takes place in Philly but none of it was filmed here 😔 https://t.co/nqtIHCy4Mr
1045100816510709762,awesome,Hokagepiratking,@helenmorenoo You chose the right side 😎
1045100815915130880,awesome,_shinyumbreon,My buddy and I have been ready since Sunday 😎 https://t.co/IgEuh4E75O
1045100816716181504,surprise,djpolvorita,@BasebaIlKing: THIS IS CRAZY 😳 https://t.co/vzq5P26Rpy
1045100817307631616,sad,SassyLulShortie,I’m ready for Starrrrrrr 😩
1045100817110446080,intrigue,ladygagaomgg,@OngJengKay: They're almost done 👀 https://t.co/apQrLYsBq0
1045100817240469504,intrigue,jesus_really_,The sky is blue 🤔 #NickiStoppedMyBag
1045100817114681345,joke,Jon_SoSwift,@HoopMixOnly: The evolution of Kawhi Leonard's laugh 🤣 https://t.co/jZ8wBHhBNJ
1045100817156464641,sad,a_xhlxy,@COLDGAMEKELV: My son Bentley had a baby I’m a grandpa 😭 https://t.co/ISjylQ80ch
1045100818205216768,joke,Yoo_Fernandez,@BR_NFL: Alvin Kamara tried the half court shot during Drake's show 😅 (via @ChrisHaganTV) https://t.co/K862yyNd5M
1045100813474025474,sad,jiminmoonboy,we can see taetae love kids 😪 #BTS #BTSARMY #MPN @BTS_twt https://t.co/1djQHqH1xg
1045100819329224706,happy,Cristin57127991,@DrWallScience: Loving the new #Science Lab clock 😀 @compoundchem #chemistry https://t.co/HUwRqZhmIK
1045100819954257921,happy,shennigxr,@kellyymyers: @dinahjane97 Here’s the entire video of it if you’d like 🙂 https://t.co/eC9SULMgAq
1045100819698184192,sad,seomi04,@sevimxmb: Monsta X staff wrote that they cried when they recorded Monbebe singing If Only at the encore concert... 😢 Not only MX themse…
1045100820876804096,joke,HeisUNDFTD,"@BleacherReport: .@ochocinco’s story about ""almost"" beating up Ray Lewis is legendary: “I don’t think Ray really wanted that beef” 😅 htt…"
1045100821266886656,charm,teamdeepika118,@TeamDeepikaMY: We agree with you Kjo this is the biggest blockbuster ever 😉 Deepika Padukone Ranbir Kapoor Ranveer Singh Karan Joha…
1045100821686505472,sad,Yoyoyogiyolanda,i’m sad our season is over 😢
1045100821363343360,annoy,Felingposted,@SkylarTrettin: l’ve never seen something that describes my life so perfectly as this picture 🙄 https://t.co/8g7K0T7wKD
1045100821715783680,charm,KarlyAguilar99,@BOOKPRlNCESS girl but we already he is since that photo shoot he did. 😉
1045100821178912769,charm,gabbehcat,@Actually__Amy_ poured out a pinot for u bby 😘 https://t.co/5lluLSr2tB
1045100822118510592,sad,DeeeBabyyy__,My phone be at 100% for 2 hours straight 😭 apple you did Guud
1045100822667907072,charm,SinfulMoss,| I'll get to things later. 😘
1045100823070543877,intrigue,DJeromeComposer,@bold_commerce: When was the last time you revised your return policy? 🤔 https://t.co/uvdZRPp0oM
1045100823007637504,charm,Adrian_rushi,@4G_b4nny: Help share your TOTH hype with the #TotH2018 tag 😉
1045100822965547008,sad,Childish_Dick,Really tho 😩
1045100823494021120,sad,mylittlepeach_x,I really wish I was working at the job I have now when I first graduated.. I could’ve had so many tattoos 😩
1045100823502639104,happy,GinaAkers,@Northernechoes Love them live! So soooooo much fun! 😀
1045100823347228674,intrigue,shannonbushells,@SDSUPD anybody know what he’s wanted for? 👀 just curious
1045100823640854528,charm,meilmochi,here's me giving u 😉 instead
1045100824404381700,happy,amandarp2,@astros: Don’t worry #CFM was with us too. 😄 https://t.co/VIKaR7PkRJ
1045100824773480448,sad,scrace15,@mj21_dolby Yes she was so sweet 😩
1045100824832208896,joke,ErikKillmonger7,"@BleacherReport: .@ochocinco’s story about ""almost"" beating up Ray Lewis is legendary: “I don’t think Ray really wanted that beef” 😅 htt…"
1045100824840609792,intrigue,blankrip1234,@jonfavs It's fine for Dems but somehow bad for POTUS. 🤔
1045100824760709120,charm,AlexiiisNelson,I want lemon & li hing mui seed 😍 #SoothMyThroat
1045100825469743104,sad,vanavannn,These bills just having their way with my account 😭
1045100825394040832,sad,tmC1MIk2xPqgcj1,@rainie_mike93: OMG !!! How can YoonA be that beautiful even in this early morning? 😭 https://t.co/LHQQK9Fk7n
1045100825473945602,sad,kallierene05,I am depression 😭
1045100825553526784,sad,dangerdoII,@fawkesbitch im 16 and im calling the police 😔
1045100825553571840,intrigue,_Ressey4,@MeanAss_Neicy Neva thought bout that 🤔
1045100825943642114,annoy,Dts1130,anyone tryna see White Boy Rick or The Predator 😤
1045100826073731072,sad,gold_diggerr,One day 😩
1045100826321014785,charm,britlc1996,Random naps 😍
1045100826321195008,sad,TonyRushingNY,Body aches mean Nyquil is gonna see me tonight after a hot shower. I have ZERO time to be sick. 😩
1045100826568663040,annoy,G6Flow,I miss the times where nicki could just tweet in code and nobody could understand it but us 🙄
1045100826572673024,happy,urstrulyaadhya,@iamharishkalyan: Ok now its just getting too addictive #Simtaangaran #SarkarSingle @arrahman #ThalapathyVijay @actorvijay 😃
1045100826698502149,sad,_Greyxxx,@jiminsarchive: so gentle and loving; the most precious 😭 https://t.co/E8FghQmhO0
1045100826673459200,happy,kaleigh_murski,@astros: Don’t worry #CFM was with us too. 😄 https://t.co/VIKaR7PkRJ
1045100826958663680,sad,HighhPriestessJ,@QueenToniKisses: @HighhPriestessJ I’m doing the numbers now 😩 I can’t to see if anything resonates
1045100826665070593,sad,cherise_allen,just turned 18 and jacobs on fb searching for moth memes 😢
1045100827046805505,charm,juandaniel_rca,@taylornation13: Feels so good to vote 😉 to vote for @taylorswift13 for #AMAs Artist Of The Year! https://t.co/rfs4sV2Jyw
1045100827885678592,sad,tipporah_,kno I be dodging shit 😭 thank you God
1045100827986337793,joke,mclainkhope,Kid: Hey why does a zebra play baseball? Me: I don’t know. Why? Kid: Because three stripes and you’re out! Zebra wins everytime 😆
1045100828649017345,sad,honeyberry_babe,@mloera_24: I act like I’m ok.. but deep down Inside I wanna start a drug cartel 😔
1045100829114425345,sad,jjungtokki,@etnow: The @BTS_twt boys always leave us shook when they slay this #IDOL choreo! 😫 #BTSonGMA https://t.co/wuLkyFL21z
1045100829370449922,sad,yalimarvalle,Currently in the middle of changing around all my body jewelry and I look dumb af 😭 wait till the finished product!
1045100829563408386,sad,Ciaa_Later,I just got insanely sad at work 😭 just thinking how fucked up I am.
1045100829458329600,intrigue,mglessman,@JanC60: @bigleaguepol @mglessman Hmm who'll be paying off her lien I wonder. 🤔 Dies it begin with an s and end with oros?
1045100829605318656,happy,ROLYROLIROLLY,You think you Slick ☺️
1045100830205054976,sad,AaliyahTA_,I really want to cuddle 😭
1045100829961793536,sad,Doneishaaaaaa,I know im greedy i always burn my tongue when im eating i dnt be having time to cool off shit 😭
1045100830028910592,intrigue,MyKicksNicer,@BR_NBA: A look at Bron’s new corner specialist: The rook Svi 👀 (via @LakerFilmRoom) https://t.co/dDxOoXdfaX
1045100830565826562,sad,Looka_luke,@COLDGAMEKELV: My first time holding a sloth today 😭 https://t.co/1ONaGFILX7
1045100830418980866,joke,WickedWalnut,@siouxxsie17 First movie is good. Second movie is awful. Novel is a classic of its kind 🤣
1045100830855180289,sad,TheKaiMiller,@__theKZA commas so important man 😭
1045100830964232194,charm,nowin2613,It's time lovely #inners! Let's do this! I'm working (from home) tonight so let me know what you want to drink! 😉
1045100830968299520,charm,LOVEWREATHE,Excited to go to @MaisonDeCartes this Saturday? How about we spice it up a little more? 😉 Stay tuned! Announcement… https://t.co/ziAJWAD5Ew
1045100831916331008,charm,billie_logan18,@hadleyscole I love you 😘
1045100832188977152,annoy,tmorggg,I can’t wait until the day that Adam and I are both home in the evening 🙄
1045100832063201280,annoy,CalebA1_,@SilverMorales11: Finally I can shut some xbox players up 😤 https://t.co/9JEZmVXyc7
1045100832503582720,joke,mikeoafool,@ballysworld_ 🤣 yea bitch
1045100832486756352,charm,VentureCoinist,@CryptoPeterD good idea - ill post the new one end of day. don't want to post it yet 😉
1045100832524361728,intrigue,unicornbinn,@itsjillianmaree: @unicornbinn I heard the more you hate the more you like or wait is it love. 🧐
1045100830578302976,intrigue,smallbizlab,Do you get your news from social media? 68% of Americans do...even if they don't trust the platforms. 🤔… https://t.co/9DxKNxJK4B
1045100833036267520,intrigue,ZacharyPBeasley,@ZacharyPBeasley: 🤔 Hmmm... Have you noticed their distinct similarities in EVIL? #ImpeachTrump Is Trump Hitler Reincarnated? 🤔 Hmmm...…
1045100833099067392,intrigue,electro_cutz,@FaraDelTwo I saw hobi picket 👀
1045100833048862721,intrigue,joe_crossin,Where’s the snow? 🤔
1045100833132695552,happy,Summy__xo,Cook some jerk chicken 🙂
1045100833417777152,sad,primsnowahs_2,@0ngseal: Again another lucky fans meet Ong in Kyoto last night ㅠㅠ OP said that Ong voice is so soft 😭 #옹성우 #ONGSEONGWU https://t.co/…
1045100833854115841,annoy,Nisssha_K,My days are off I’m thinking tomorrow Wednesday 🙄
1045100833879314432,joke,SouthBeachSheed,"@BleacherReport: .@ochocinco’s story about ""almost"" beating up Ray Lewis is legendary: “I don’t think Ray really wanted that beef” 😅 htt…"
1045100833837387776,sad,xoxck,@QuazayMcRob lmaoo they don’t even got that much access in a jail 😭 this is just outta pocket
1045100834172764160,joke,wafashantik,@encikkejam: I'm here for you. If you need me. 🙃
1045100834470744064,happy,Totsworth_,@King_Ecra: It’s #LuchaUnderground Wednesday! 😀 https://t.co/HyoLfoWQbi
1045100834562830336,sad,GamlielAdam,@Genius: elton john on “high”: “it’s so cool and so good” 😭 https://t.co/6OFz2fbCVl
1045100834755932160,intrigue,durtyweazelLL,@EA_KRAELO @frankinstine23 @raw1219 Kraelo I jus thru for 7 tds the score was 63-3 y did I barely get 24k points 🤔
1045100834672058368,intrigue,tkshuttlesworth,@sQoobyQue: 🤔 what y’all think? https://t.co/FbBPuJriSB
1045100834932105217,charm,crawfordsross,@ninnyoftwo omg she's so cute 😍
1045100835313786886,sad,maayyahh,@thycravetay: It’s a different kind of comfortable 😭 https://t.co/7MwZdOnycX
1045100836664352768,joke,CieraaLoveee,This Mikayla 🤣
1045100836702081026,joke,bearsfan071,"@BleacherReport: .@ochocinco’s story about ""almost"" beating up Ray Lewis is legendary: “I don’t think Ray really wanted that beef” 😅 htt…"
1045100836475400192,charm,x_83_o,*cough* don't worry I also got colored pens 😉
1045100837003878400,sad,anningkalingg,I can't even stretch my arms 😭
1045100837197029377,happy,xTess33x,@DellDracula Love it! 😁 So awesome ty!
1045100837264068608,awesome,BakedBabie,@atogre_cohen Lol. You know it 😎 miss u.
1045100836555247616,happy,beverly1316,@PascoSheriff Good evening Pasco we are all locked up in North Carolina for the night... Be safe out there 😀 https://t.co/Vv1XB1Wck2
1045100837666787328,disgust,flowers_tk,@Turnip2020 Not a damn thing You spared yourself from 🤮
1045100837842780162,sad,softkises,@taekookjuseyo w-why is they gone 😔
1045100837964460032,happy,C0nFuc10us,@ZetaKnight Just say when! 😁
1045100838417563648,annoy,SaraLiz23,Greaaaaat. Just what Marion needs — another donut shop. 🙄
1045100838220222464,sad,Gurpreet_Shokar,I really don’t ever have time to do my makeup anymore 😪
1045100838442528768,sad,abbyyvillalta,@sw33tener___: school is mentally draining me out rn 😔
1045100838610448386,joke,ArieSimone,@cashgirlty: uno : reverse back to you 🤣 https://t.co/Ryywm6lqpt
1045100838581035008,charm,RichmondBlare,@taylornation13: Feels so good to vote 😉 to vote for @taylorswift13 for #AMAs Artist Of The Year! https://t.co/rfs4sV2Jyw
1045100838891458563,sad,thicneytears,@mloera_24: I act like I’m ok.. but deep down Inside I wanna start a drug cartel 😔
1045100838908129280,sad,cbsmaby,Well I’m sick. Why does this happen every single time I travel 😫 Yeah I’ll remain a bit MIA until I get back into the swing of things.
1045100839118000130,awesome,LilCheeks_,Aye @DamSheBossy guess who’s ready to go to Cleveland 😎
1045100839277404161,sad,Mannyszn_,@mloera_24: I act like I’m ok.. but deep down Inside I wanna start a drug cartel 😔
1045100839629516802,intrigue,Robeerrttj0,A good relationship 👀 hmm hard to find
1045100839570993152,sad,KasimJonesNC,@whyulurkinn: @KasimJonesNC @ItsKeishlaaa_ @Marty_SuperFly Aww man you backing out? 😭
1045100839713427456,annoy,rawker_,@KingBio_ Do i gotta hurt someone for you 😤
1045100839377858560,annoy,renspaba,cats are weird 😒
1045100840141258753,sad,teliciawashere,@Rgnilloo: @teliciawashere “ Out of service “ like a mf 😭
1045100840531320833,sad,D_kees,@LakeShowYo: someone said Kobe probably still there 😭
1045100841164828672,joke,D1Lucasss,@stevetrendall: “Dude I swear you work here” 🤣 https://t.co/8izhapuMuz
1045100841190006784,sad,chlo_lackey,@Charlottegshore: If you don’t have a dog I feel sorry for you 😭
1045100841471016960,sad,BhristianDior,@Corey_Hud: Me: lemme suck ya BOObies ma Her: But they’re so small 😩 Me a man: https://t.co/GMGuxAbkLD
1045100841571667968,intrigue,holdup_immikey5,Trap just hit me w/ that 10-4 & I see that Krown somewhere 🧐
1045100840883650560,awesome,AdellRmoo7,@ungusoma16: From Goddess like #StarryNight to Queen like #Egotistic 😎 I cant wait to know what Nation Girl Crush @RBW_MAMAMOO have in s…
1045100841756229632,sad,lilcanary_,@COLDGAMEKELV: My first time holding a sloth today 😭 https://t.co/1ONaGFILX7
1045100841382957056,awesome,Skinnyswag7,Us KU fans kno about him 😎
1045100842213236737,intrigue,alex79274318,@TSM_Myth: Like tag a friend & follow me and @TSM and you can win a MYTH jersey and 1000 vbucks right before season 6 👀 https://t.…
1045100842347638785,sad,Natespage,@COLDGAMEKELV: My son Bentley had a baby I’m a grandpa 😭 https://t.co/ISjylQ80ch
1045100842829926400,annoy,lauren_novacek,K WTF is traffic right now. No patience 🙄
1045100843127771137,joke,colovion,@morganisawizard If I get to bring my dog to work I’m in! 🤣
1045100843136151552,happy,ARodenbeck_edu,"@SFecich: Virtual co op reveal time. One student said ""This is better than the Oscars!"" 😁 It was fun to find out who each student was p…"
1045100842976780288,surprise,YSBKalo,Kylie worth more than her sisters & her momma combined 😳
1045100843156959232,joke,tiarra_27,@notnajz: deleted the tweet because i got the wrong dates sorry 🙃 it’s back thoooo
